id,Job_Role,Company,Location,Skills/Description
1722,Senior Data Analyst - KPO,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru","Data Management, Data Modeling, Data Analytics, Analytics, Python, SQL"
1723,Urgent opening For Sr Data Engineer,Telstra,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Data Engineering, hive, cloud, spark, gcp, impala, Data Warehousing, Data Modeling"
1724,HCL is hiring For Senior Data Engineer - hyderabad/Pune/Bangalore,HCL Technologies,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Hive, Azure Data, IT Skills, DevOps, Azure, Data Modelling, CD, ADF"
1725,ATM Senior Data Engineer Role at Genpact,Genpact,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","Database Warehouse, Talend Etl, SQL Database"
1726,Data Engineer and Analyst,Cyient,Hyderabad/Secunderabad,"IT Skills, Python, Cloud, MS SQL, Big Data, AWS, Sharepoint, Automation"
1727,Senior Data Engineer,Wells Fargo International Solutions Private Ltd,Bangalore/Bengaluru,"Data Engineering, Data warehouse applications, Ab Initio, Unix, Scala, Hadoop, Big Data, Teradata"
1728,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, J2EE, Python, Testing, DevOps, Javascript, Hibernate"
1729,Senior Big Data Engineer,Optum,Bangalore/Bengaluru,"Big Data, Hadoop, SCALA, Data Visualization, Spark, Data Architecture, ETL, SQL"
1730,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"DevOps, Hive, Data Analytics, Hadoop, Airflow, Spark, NiFi, agile"
1731,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, Python, Cloud, Oracle, Node.js, Javascript, Cloud computing"
1732,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"Opensource Tech Stack, Java, software development, Big Data, IT Skills, Unix, Computer science, Automation"
1733,"Senior Data Engineer ( Power BI , SQL )",Visa,Bangalore/Bengaluru,"C#, Manager Quality Assurance, Database design, Configuration management, Javascript, OLAP, Business intelligence, Analytics"
1734,"Senior Data Engineer - ( MSBI , SQL )",Visa,Bangalore/Bengaluru,"C#, Manager Quality Assurance, Configuration management, System integration, Javascript, OLAP, SSIS, Business intelligence"
1735,Senior Data Engineer,Ericsson Global Services,Bangalore/Bengaluru,"ERP, Data management, Analytical, Data processing, PHP, HTML, microsoft, Oracle"
1736,Senior Data Engineer,Ericsson Global Services,Bangalore/Bengaluru,"Bidding, Data management, Analytical, Data processing, PHP, Google AdWords, HTML, Data quality"
1737,"Sr Data Engineer ( Talend , BigData )",Visa,Bangalore/Bengaluru,"Computer science, NoSQL, RDBMS, Database design, MySQL, Agile, Data mining, Project delivery"
1738,Senior Data Engineer,Uber,Bangalore/Bengaluru,"Daily accounting, Data modeling, SCALA, Agile, Programming, Troubleshooting, Data warehousing, System implementation"
1739,Sr. Data Engineer,Thomson Reuters,Bangalore/Bengaluru,"Computer science, Automation, Data modeling, Diversity and Inclusion, Consulting, Machine learning, Customer support, Taxation"
1740,Senior Professional -Azure data engineer,DXC Technology,Bangalore/Bengaluru,"Azure Databricks, MS Azure CI, DevOps, Azure, azure data, PySpark, ADF, CD"
1741,Senior Data Engineer,Thomson Reuters,Bangalore/Bengaluru,"Computer science, Version control, GIT, Linux, Analytical, Postgresql, Shell scripting, Agile"
1742,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Big Data, Tableau, Microstrategy, Performance tuning, Automation, Analytical, Configuration management"
1743,Senior Professional Azure Data Engineer,DXC Technology,Bangalore/Bengaluru,Professional
1744,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, J2EE, Testing, DevOps, Angularjs, Big Data, Computer science"
1745,Sr. Cybersecurity Engineer - Data Loss Prevention,Moody's,Bangalore/Bengaluru,"Cybersecurity, PowerShell, Cloud Security, Linux, Information Security, Varonis, Nist, Cissp"
1746,Senior Data Engineer,Ericsson Global Services,Bangalore/Bengaluru,"C++, Google Analytics, Email marketing, Social networking, Google AdWords, HTML, HTTP, microsoft"
1747,Senior Data Engineer,Visa,Bangalore/Bengaluru,"Unix, Computer science, Version control, SAS, Consulting, Machine learning, Scheduling, Data quality"
1748,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Python, Testing, Data Science, Unix, Computer science, Version control, SAS"
1749,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"Cloud computing, Front end, Data management, Db2, Coding, Data structures, MVC, Oracle"
1750,Senior Data Engineer at HCL,HCL Technologies,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","python, Data Engineering, big data, sql, hive, spark, kafka, pyspark"
1751,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Software Development, Testing, Maven, Hibernate, Core Java, Production support, Db2"
1752,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Software Development, Testing, Maven, Production support, Db2, Coding, MySQL"
1753,Sr . Data Engineer,Visa,Bangalore/Bengaluru,"Hibernate, jQuery, Db2, RDBMS, XML, Javascript, HTML, MVC"
1754,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, Python, Big Data, Unix, Core Java, Linux, Db2"
1755,Senior Software Engineer (Big data Engineering),Walmart,Bangalore/Bengaluru,"IT Skills, Java, Software Development, Cloud, Product Management, Big Data, Azure, Quality standards"
1756,Senior Specialist I- Sr Data Engineer,Philips,Bangalore/Bengaluru,"Data analysis, Software design, RDBMS, Coding, TDD, Agile, Data quality, Business intelligence"
1757,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, Python, Software Development, Cloud, Big Data, Computer science, hive"
1758,Sr Data Engineer,Ness,Bangalore/Bengaluru,"IT Skills, Python, Oracle, MS SQL, Big Data, AWS, Tableau, Business objects"
1759,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, Python, Big Data, Unix, Computer science, Core Java, Linux"
1760,Sr Data Engineer,Sapiens International,Bangalore/Bengaluru,"Data migration, Data analysis, Change management, Enterprise architecture, System integration, Billing, Schema, Toad"
1761,Senior BI Data Engineer,Thomson Reuters,Bangalore/Bengaluru,"BPO, troubleshooting, Computer science, NoSQL, Architecture, Data modeling, Scrum, Oracle"
1762,Senior AI Data Engineer,Thomson Reuters,Bangalore/Bengaluru,"BPO, troubleshooting, Computer science, NoSQL, Architecture, Data modeling, Scrum, Oracle"
1763,Senior Data Engineer,Visa,Bangalore/Bengaluru,"IT Skills, Java, Python, Software Development, Testing, Big Data, Sharepoint, Unix"
1764,Sr . Data Engineer - Java Full Stack,VISA,Bangalore/Bengaluru,"IT Skills, Java, J2EE, Software Development, Testing, Angularjs, Big Data, Maven"
1765,Senior Software Engineer - Data Center,NVIDIA,Bangalore/Bengaluru,Software Engineer - Data Center
1766,"Senior Software Engineer, Data Center Networking",Google,Bangalore/Bengaluru,"IT Skills, Software Development, Unix, C++, ASIC, Linux, Networking, Coding"
1767,Senior Software Engineer (Big Data),Walmart,Bangalore/Bengaluru,"software development, Big Data, Hadoop, Java, Spark, NoSQL, IT Skills, Product Management"
1768,Data Engineer / Analyst,AgreeYa,Noida,"Oracle, SQL, data visualization, data analysis, R, Hive, IT Skills, Oracle SQL"
1769,Senior Data Analyst - R/Tableau,Jobs Accuracy,Bangalore/Bengaluru,"Tableau, R, Power BI, Dimensional Modeling, Data Analyst, Qlikview, Data Warehousing, ETL"
1770,Senior Data Analyst,Jobs Accuracy,Bangalore/Bengaluru,"SQL, R, Power BI, Dimensional Modeling, Data Analyst, Qlikview, Data Warehousing, Tableau"
1771,Senior Data Analyst - R/Tableau,Jobs Accuracy,Bangalore/Bengaluru,"Data Analysis, R, Power BI, Dimensional Modeling, Data Analyst, Qlikview, Data Warehousing, Tableau"
1772,Sr Data analyst,Ally - eXecutive.com,Bangalore/Bengaluru,"SAS, SQL, Project Execution, Business Rules, Data Structures, Data Analysis, Data Reporting, Analytics"
1773,Data Analyst / Sr Data analyst,Ally - eXecutive.com,Bangalore/Bengaluru,"SAS, marketing analytics, SQL, IT Skills, Testing, Tableau, Data analyst, R"
1774,Senior Data Analyst,The Talent Spark,Navi Mumbai,"dataa analyst, Data Analytics, POWER BI, CSS, Tableau, PYTHON, SQL, HTML"
1775,Senior Business Analyst - Product Management/Data Insights,Consult ShekharPandey,Bangalore/Bengaluru,"Agile, analytical, IT Skills, Product Management, User Story, Business Analyst, UAT, Data Analytics"
1776,Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","Python, SQL server, VBA, Advanced Excel, C++, IT Skills, Data Science, Artificial Intelligence"
1777,Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru","C++, Artificial Intelligence, Python, SQL server, Advanced Excel, VBA, IT Skills, Data Science"
1778,Opening For Technical Data Engineer at Bangalore,Mouser Electronics,Bangalore/Bengaluru,"Communication Skills, Electrical Engineering"
1779,SAS Analyst / data Analyst / Business analyst - Sas + SQL,Leading US MNC into analytics,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","SAS, Data Analytics, SQL"
1780,Business Data Lead Analyst,Anicalls,Bangalore/Bengaluru,"IT Skills, Python, Testing, Data Science, Cloud, AWS, Tableau, Ticketing"
1781,Lead Data Analyst,Grofers,Gurgaon/Gurugram,"R, Analytical Skills, Problem Solving, Qlikview, Data Analyst, Tableau, Supply Chain Management, Statistics"
1782,"Lead Data Analyst, Payments, Trust and Safety",Google,Hyderabad/Secunderabad,"data analysis, Python, analytics, R, SQL, IT Skills, Cloud, Project Management"
1783,Lead Data Analyst - Google Ads/Trust and Safety,Google,Hyderabad/Secunderabad,"Python, Android, iOS, communication, analytics, PHP, Go, analysis"
1784,Senior Data Analyst,Gartner India Research &amp; Advisory Services Pvt Ltd,"Mumbai, Gurgaon/Gurugram","IT Skills, Python, Data Science, Oracle, Computer science, Data analysis, MySQL, Data mining"
1785,AWS Data Engineers - Senior Associate,PwC,Bangalore/Bengaluru,"Performance tuning, Leadership development, Architecture, Agile, Process quality, big data, AWS, SQL"
1786,GCP Data engineer - Senior Associate,PwC,Bangalore/Bengaluru,GCP
1787,Web Analytics Data Insights Analyst / Sr. Analyst,AbsolutData Research Analytics Solutions Pvt. Lt,New Delhi,"Data Science, Statistical Modeling, Data Mining, Data Visualization, Web Analytics, Tableau, Machine Learning, Adobe Analytics"
1788,Senior Data Analyst-Turbo Cross Sell,idfc first bank,Mumbai,"Retail banking, Senior Data Analyst, Data Analyst, Management, MIS Executive"
1789,Senior Analyst- Loyalty Data Analytics,United Airlines,Gurgaon/Gurugram,"Campaign Analytics, Data Analysis, sql"
1790,Senior Data Analysts,Pratibha Analytics,Hyderabad,"Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML"
1791,Senior Data Research Analyst,AdviserLogic,Mumbai,"Data analysis, Manager Quality Assurance, Analytical, Data Research Analyst, Data collection, Market research, Data quality, Asset management"
1792,Data Analyst / Senior Data Analyst role,SANGHVI BEAUTY & TECHNOLOGIES PRIVATE LIMITED,"Delhi / NCR, Mumbai (All Areas)","SQL, R, Power BI, advanced excel, google analytics, Tableau, Python"
1793,Senior Data Analyst,Snaphunt,Gurgaon/Gurugram,"data analysis, data analytics, data mining, time series analysis, python, predictive modeling, linear regression, logistic regression"
1794,Senior Data Analyst,Accumed Practice Management DMCC,Chennai,"ssas, power bi, ssis, sql, business intelligence reporting, Python"
1795,Senior Data Analyst - Secured Lending,idfc first bank,Mumbai,"Test strategy, Analytical, Manager Technology, Data structures, Deployment, Data analytics, Data Analyst, Management"
1796,Sr.Executive Assistant - Business Analyst,DATA PATTERNS (I) PVT LTD,Chennai,"analytics reporting, Data analysis, Database design, Aerospace, MIS, Assistant Business Analyst, Electronics, Data analytics"
1797,Senior Data Analyst,Landis+Gyr,Noida,"Unix, Performance tuning, Javascript, HTML, Scrum, Data Analyst, Troubleshooting, Oracle"
1798,Senior Data Analyst-Turbo Cross Sell,idfc first bank,Navi Mumbai,"Retail banking, Senior Data Analyst, Management, MIS Executive"
1799,Data Analyst,Thomson Reuters,Bangalore/Bengaluru,"tableau, Compliance, Business analysis, Analytical, Diversity and Inclusion, Legal, Data Analyst, Power point presentation"
1800,Immediate Joiner Data Analyst,Capco,"Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru","SQL, Python, Unix, Pyspark, data analysis, Banking, hadoop"
1801,Data Analyst,Ericsson,Noida,"Telecom, Bidding, Data management, Process improvement, PHP, Data Analyst, HTML, microsoft"
1802,Data Analyst,Infineon Technologies Pvt Ltd,Bangalore/Bengaluru,"Training, Data analysis, Deployment, Data Analyst"
1803,Data & Performance Strategy & Insight Data Analyst,Schneider Electric,Bangalore/Bengaluru,"Data Quality, Business Analytics, Scrum Master, Data Analysis, Data Analyst, Dashboards, Master Data, Microsoft Excel"
1804,Data Analyst 2-1,PayPal,Bangalore/Bengaluru,"Analytical skills, Data analysis, Sales operations, data science, Machine learning, Data mining, Operations, Analytics"
1805,Speech Analyst - Data Miner,Concentrix Services India Private Limited.,"Gurgaon/Gurugram, Bangalore/Bengaluru","speech mining, Speech Analytics, international voice process"
1806,Data Analyst,Grofers,"Gurgaon/Gurugram, Bangalore/Bengaluru","R, Power Bi, Analytical Skills, Problem Solving, Qlikview, Data Analyst, Tableau, Statistics"
1807,Software Technologist I - Data Analyst,Philips,Bangalore/Bengaluru,"IT Skills, Java, Python, Machine Learning, HTML, CSS, Javascript, Visualization"
1808,Business/Data/Product/Analyst - Analytics - eCommerce - IIT/NIT/BITS,TalentStack,Bangalore/Bengaluru,"Analytics, Data Management, Data Analytics, Business Analysis, SQL, Python"
1809,Financial Data Analyst,Moody's,Bangalore/Bengaluru,"Accounting, Financial Statements, Excel, Financial Services, Finance, Financial Statement Analysis, Data Analysis, Data Analytics"
1810,Data Visualization Analyst,TaskUs,"Mohali, Indore, Gurgaon/Gurugram","BPO, Computer science, Business objects, operational support, Analytical, power bi, QlikView, data visualization"
1811,Analyst-Clinical Data Management (CDM),Accenture,Bangalore/Bengaluru,"Test scripts, Reconciliation, Consulting, Unit testing, Clinical data management, Root cause analysis, EDC, Subject matter expertise"
1812,Data Analyst,Capco,Bangalore/Bengaluru,"Relationship management, Data analysis, SAS, Business analysis, Risk assessment, Data quality, Investment banking, Asset management"
1813,Analyst-Data Visualization,Accenture,Bangalore/Bengaluru,"Publishing, Excel, Consulting, Analytics, SQL, tableau, Architecture, data visualization"
1814,Analyst-Data Maintenance,Accenture,Bangalore/Bengaluru,"Test scripts, Pharmacy, Reconciliation, Consulting, Clinical data management, IT Skills, Cloud, Manual"
1815,Analyst-Clinical Data Management (CDM),Accenture,Bangalore/Bengaluru,"Reconciliation, Consulting, Unit testing, Information technology, Clinical data management, Root cause analysis, Test scripts, EDC"
1816,SAP Master Data Governance Analyst,NVIDIA,Bangalore/Bengaluru,"Business process, Process design, Application support, SAP, data governance, Scrum, Application security, Data quality"
